GEOID,GEOID_10,state_code,state_abbr,state_name,county_code,county_name,cousub_code,cousub_name,cousub_name_2010,2010_density,2010_diversity_index,2010_pop,2010_pop_hisp,2010_pop_white_non_hisp,2010_pop_black_non_hisp,2010_pop_aian_non_hisp,2010_pop_asian_non_hisp,2010_pop_nhpi_non_hisp,2010_pop_other_non_hisp,2010_pop_two_plus_non_hisp,2010_vap,2010_vap_hisp,2010_vap_white_non_hisp,2010_vap_black_non_hisp,2010_vap_aian_non_hisp,2010_vap_asian_non_hisp,2010_vap_nhpi_non_hisp,2010_vap_other_non_hisp,2010_vap_two_plus_non_hisp,2010_u18,2010_u18_hisp,2010_u18_white_non_hisp,2010_u18_black_non_hisp,2010_u18_aian_non_hisp,2010_u18_asian_non_hisp,2010_u18_nhpi_non_hisp,2010_u18_other_non_hisp,2010_u18_two_plus_non_hisp,2010_gq,2010_gq_inst,2010_gq_inst_correctional,2010_gq_inst_juvenile,2010_gq_inst_nurse,2010_gq_inst_other,2010_gq_noninst,2010_gq_noninst_college,2010_gq_noninst_military,2010_gq_noninst_other,2010_prop_gq_inst_correctional_of_pop,2010_hu,2010_hu_occupied,2010_hu_vacant,2010_vacancy_rate,2010_land_area_sqmeters,2010_land_area_sqmi,2010_water_area_sqmeters,2020_density,2020_diversity_index,2020_pop,2020_pop_hisp,2020_pop_white_non_hisp,2020_pop_black_non_hisp,2020_pop_aian_non_hisp,2020_pop_asian_non_hisp,2020_pop_nhpi_non_hisp,2020_pop_other_non_hisp,2020_pop_two_plus_non_hisp,2020_vap,2020_vap_hisp,2020_vap_white_non_hisp,2020_vap_black_non_hisp,2020_vap_aian_non_hisp,2020_vap_asian_non_hisp,2020_vap_nhpi_non_hisp,2020_vap_other_non_hisp,2020_vap_two_plus_non_hisp,2020_u18,2020_u18_hisp,2020_u18_white_non_hisp,2020_u18_black_non_hisp,2020_u18_aian_non_hisp,2020_u18_asian_non_hisp,2020_u18_nhpi_non_hisp,2020_u18_other_non_hisp,2020_u18_two_plus_non_hisp,2020_gq,2020_gq_inst,2020_gq_inst_correctional,2020_gq_inst_juvenile,2020_gq_inst_nurse,2020_gq_inst_other,2020_gq_noninst,2020_gq_noninst_college,2020_gq_noninst_military,2020_gq_noninst_other,2020_prop_gq_inst_correctional_of_pop,2020_hu,2020_hu_occupied,2020_hu_vacant,2020_vacancy_rate,2020_land_area_sqmeters,2020_land_area_sqmi,2020_water_area_sqmeters,raw_change_density,raw_change_diversity_index,raw_change_pop,raw_change_pop_hisp,raw_change_pop_white_non_hisp,raw_change_pop_black_non_hisp,raw_change_pop_aian_non_hisp,raw_change_pop_asian_non_hisp,raw_change_pop_nhpi_non_hisp,raw_change_pop_other_non_hisp,raw_change_pop_two_plus_non_hisp,raw_change_vap,raw_change_vap_hisp,raw_change_vap_white_non_hisp,raw_change_vap_black_non_hisp,raw_change_vap_aian_non_hisp,raw_change_vap_asian_non_hisp,raw_change_vap_nhpi_non_hisp,raw_change_vap_other_non_hisp,raw_change_vap_two_plus_non_hisp,raw_change_u18,raw_change_u18_hisp,raw_change_u18_white_non_hisp,raw_change_u18_black_non_hisp,raw_change_u18_aian_non_hisp,raw_change_u18_asian_non_hisp,raw_change_u18_nhpi_non_hisp,raw_change_u18_other_non_hisp,raw_change_u18_two_plus_non_hisp,raw_change_gq,raw_change_gq_inst,raw_change_gq_inst_correctional,raw_change_gq_inst_juvenile,raw_change_gq_inst_nurse,raw_change_gq_inst_other,raw_change_gq_noninst,raw_change_gq_noninst_college,raw_change_gq_noninst_military,raw_change_gq_noninst_other,raw_change_prop_gq_inst_correctional_of_pop,raw_change_hu,raw_change_hu_occupied,raw_change_hu_vacant,raw_change_vacancy_rate,raw_change_land_area_meters,raw_change_land_area_sqmi,raw_change_water_area_meters,prop_change_density,prop_change_pop,prop_change_pop_hisp,prop_change_pop_white_non_hisp,prop_change_pop_black_non_hisp,prop_change_pop_aian_non_hisp,prop_change_pop_asian_non_hisp,prop_change_pop_nhpi_non_hisp,prop_change_pop_other_non_hisp,prop_change_pop_two_plus_non_hisp,prop_change_vap,prop_change_vap_hisp,prop_change_vap_white_non_hisp,prop_change_vap_black_non_hisp,prop_change_vap_aian_non_hisp,prop_change_vap_asian_non_hisp,prop_change_vap_nhpi_non_hisp,prop_change_vap_other_non_hisp,prop_change_vap_two_plus_non_hisp,prop_change_u18,prop_change_u18_hisp,prop_change_u18_white_non_hisp,prop_change_u18_black_non_hisp,prop_change_u18_aian_non_hisp,prop_change_u18_asian_non_hisp,prop_change_u18_nhpi_non_hisp,prop_change_u18_other_non_hisp,prop_change_u18_two_plus_non_hisp,prop_change_gq,prop_change_gq_inst,prop_change_gq_inst_correctional,prop_change_gq_inst_juvenile,prop_change_gq_inst_nurse,prop_change_gq_inst_other,prop_change_gq_noninst,prop_change_gq_noninst_college,prop_change_gq_noninst_military,prop_change_gq_noninst_other,prop_change_hu,prop_change_hu_occupied,prop_change_hu_vacant,prop_change_land_area_sqmi,flag_prop_change_land_area
0600000US3400347610,3400347610,34,NJ,New Jersey,003,Bergen County,47610,Montvale borough,Montvale borough,1961.2163784465956,32,7844,419,6395,70,4,861,0,11,84,5745,267,4778,43,4,611,0,6,36,2099,152,1617,27,0,250,0,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2872,2778,94,3.27,10358809,3.9995586852139855,23759,2096.852770373191,45,8436,683,6069,121,0,1324,1,17,221,6492,436,4895,98,0,938,1,14,110,1944,247,1174,23,0,386,0,3,111,16,0,0,0,0,0,16,0,0,16,NA,3115,3016,99,3.18,10419968,4.023172308134246,25132,135.63639192659548,13,592,264,-326,51,-4,463,1,6,137,747,169,117,55,-4,327,1,8,74,-155,95,-443,-4,0,136,0,-2,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,238,5,-0.08999999999999986,61159,0.02361362292026037,1373,6.92,7.55,63.01,-5.1,72.86,-100,53.77,Inf,54.55,163.1,13,63.3,2.45,127.91,-100,53.52,Inf,133.33,205.56,-7.38,62.5,-27.4,-14.81,NA,54.4,NA,-40,131.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,8.57,5.32,0.59,0
0600000US3400347700,3400347700,34,NJ,New Jersey,003,Bergen County,47700,Moonachie borough,Moonachie borough,1626.5290272069624,53,2708,660,1708,23,0,267,0,8,42,2206,467,1479,18,0,207,0,4,31,502,193,229,5,0,60,0,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,1005,48,4.56,4312058,1.664894972486359,32872,1810.946785015426,62,3133,1292,1391,20,0,351,0,27,52,2486,939,1215,15,0,270,0,14,33,647,353,176,5,0,81,0,13,19,0,0,0,0,0,0,0,0,0,0,NA,1149,1120,29,2.52,4480768,1.7300342704290521,30825,184.41775780846365,9,425,632,-317,-3,0,84,0,19,10,280,472,-264,-3,0,63,0,10,2,145,160,-53,0,0,21,0,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,115,-19,-2.0399999999999996,168710,0.06513929794269302,-2047,11.34,15.69,95.76,-18.56,-13.04,NA,31.46,NA,237.5,23.81,12.69,101.07,-17.85,-16.67,NA,30.43,NA,250,6.45,28.88,82.9,-23.14,0,NA,35,NA,225,72.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,11.44,-39.58,3.91,0
0600000US3400351660,3400351660,34,NJ,New Jersey,003,Bergen County,51660,New Milford borough,New Milford borough,7185.98619715885,56,16341,2227,10160,507,14,3163,2,30,238,12938,1588,8361,414,10,2395,2,23,145,3403,639,1799,93,4,768,0,7,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6362,6141,221,3.47,5889657,2.274009377649626,87847,7412.895306541711,65,16923,3304,8830,796,6,3420,0,139,428,13576,2410,7350,618,5,2824,0,93,276,3347,894,1480,178,1,596,0,46,152,200,180,0,0,180,0,20,0,0,20,NA,6432,6276,156,2.43,5912719,2.2829136660092635,106716,226.90910938286106,9,582,1077,-1330,289,-8,257,-2,109,190,638,822,-1011,204,-5,429,-2,70,131,-56,255,-319,85,-3,-172,0,39,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,135,-65,-1.04,23062,0.008904288359637302,18869,3.16,3.56,48.36,-13.09,57,-57.14,8.13,-100,363.33,79.83,4.93,51.76,-12.09,49.28,-50,17.91,-100,304.35,90.34,-1.65,39.91,-17.73,91.4,-75,-22.4,NA,557.14,63.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.2,-29.41,0.39,0
0600000US3400352320,3400352320,34,NJ,New Jersey,003,Bergen County,52320,North Arlington borough,North Arlington borough,6010.321973377044,48,15392,3211,10567,148,19,1201,2,91,153,12684,2399,9003,109,12,999,2,65,95,2708,812,1564,39,7,202,0,26,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6573,6295,278,4.23,6632772,2.560927695417894,159950,6624.3221598213595,58,16457,5109,9245,257,7,1173,2,166,498,13447,3869,7936,230,2,956,0,113,341,3010,1240,1309,27,5,217,2,53,157,8,0,0,0,0,0,8,0,0,8,NA,6749,6525,224,3.32,6434384,2.4843296571258247,117800,614.0001864443157,10,1065,1898,-1322,109,-12,-28,0,75,345,763,1470,-1067,121,-10,-43,-2,48,246,302,428,-255,-12,-2,15,2,27,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,230,-54,-0.9100000000000006,-198388,-0.07659803829206924,-42150,10.22,6.92,59.11,-12.51,73.65,-63.16,-2.33,0,82.42,225.49,6.02,61.28,-11.85,111.01,-83.33,-4.3,-100,73.85,258.95,11.15,52.71,-16.3,-30.77,-28.57,7.43,Inf,103.85,170.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,3.65,-19.42,-2.99,0
0600000US3400353430,3400353430,34,NJ,New Jersey,003,Bergen County,53430,Northvale borough,Northvale borough,3582.2975446708697,51,4640,378,3039,46,3,1110,1,5,58,3473,261,2356,33,2,786,1,3,31,1167,117,683,13,1,324,0,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635,1564,71,4.34,3354703,1.2952581247480683,6891,3763.7912422929007,59,4761,569,2714,55,0,1278,0,13,132,3761,411,2240,41,0,974,0,13,82,1000,158,474,14,0,304,0,0,50,11,0,0,0,0,0,11,0,0,11,NA,1700,1641,59,3.47,3276200,1.2649479457047677,6891,181.49369762203105,8,121,191,-325,9,-3,168,-1,8,74,288,150,-116,8,-2,188,-1,10,51,-167,41,-209,1,-1,-20,0,-2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,77,-12,-0.8699999999999997,-78503,-0.03031017904330069,0,5.07,2.61,50.53,-10.69,19.57,-100,15.14,-100,160,127.59,8.29,57.47,-4.92,24.24,-100,23.92,-100,333.33,164.52,-14.31,35.04,-30.6,7.69,-100,-6.17,NA,-100,85.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,4.92,-16.9,-2.34,0
0600000US3400353610,3400353610,34,NJ,New Jersey,003,Bergen County,53610,Norwood borough,Norwood borough,2093.4683367513458,49,5711,260,3766,64,0,1551,1,14,55,4394,179,2972,46,0,1158,0,11,28,1317,81,794,18,0,393,1,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1927,80,3.99,7065510,2.7280087784190505,17107,2025.4705724880182,57,5641,418,3196,74,4,1809,0,8,132,4430,284,2656,51,0,1366,0,5,68,1211,134,540,23,4,443,0,3,64,161,155,0,0,155,0,6,0,0,6,NA,2032,1943,89,4.38,7213199,2.7850318225412627,22642,-67.99776426332755,8,-70,158,-570,10,4,258,-1,-6,77,36,105,-316,5,0,208,0,-6,40,-106,53,-254,5,4,50,-1,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,16,9,0.3899999999999997,147689,0.05702304412221215,5535,-3.25,-1.23,60.77,-15.14,15.62,Inf,16.63,-100,-42.86,140,0.82,58.66,-10.63,10.87,NA,17.96,NA,-54.55,142.86,-8.05,65.43,-31.99,27.78,Inf,12.72,-100,0,137.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0.83,11.25,2.09,0
0600000US3400353850,3400353850,34,NJ,New Jersey,003,Bergen County,53850,Oakland borough,Oakland borough,1508.5791272596175,21,12754,681,11273,104,18,532,1,11,134,9442,473,8438,79,12,376,1,4,59,3312,208,2835,25,6,156,0,7,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4470,4335,135,3.02,21896569,8.454312915735517,708648,1499.3434711635207,33,12748,1210,10370,119,12,605,1,30,401,9951,791,8318,104,8,479,1,24,226,2797,419,2052,15,4,126,0,6,175,236,189,0,0,189,0,47,43,0,4,NA,4561,4356,205,4.49,22021083,8.502388041952319,693289,-9.235656096096818,12,-6,529,-903,15,-6,73,0,19,267,509,318,-120,25,-4,103,0,20,167,-515,211,-783,-10,-2,-30,0,-1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,21,70,1.4700000000000002,124514,0.04807512621680132,-15359,-0.61,-0.05,77.68,-8.01,14.42,-33.33,13.72,0,172.73,199.25,5.39,67.23,-1.42,31.65,-33.33,27.39,0,500,283.05,-15.55,101.44,-27.62,-40,-33.33,-19.23,NA,-14.29,133.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,0.48,51.85,0.57,0
0600000US3400354870,3400354870,34,NJ,New Jersey,003,Bergen County,54870,Old Tappan borough,Old Tappan borough,1725.8182682056272,45,5750,288,4072,40,4,1276,0,2,68,4175,180,3057,30,3,872,0,0,33,1575,108,1015,10,1,404,0,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1931,64,3.21,8629200,3.3317528884303713,2241248,1775.9991484436678,53,5888,380,3673,59,3,1600,0,15,158,4550,271,2966,44,0,1183,0,7,79,1338,109,707,15,3,417,0,8,79,0,0,0,0,0,0,0,0,0,0,NA,2083,1982,101,4.85,8586631,3.315316904943189,2195765,50.18088023804057,8,138,92,-399,19,-1,324,0,13,90,375,91,-91,14,-3,311,0,7,46,-237,1,-308,5,2,13,0,6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,51,37,1.6399999999999997,-42569,-0.016435983487182337,-45483,2.91,2.4,31.94,-9.8,47.5,-25,25.39,NA,650,132.35,8.98,50.56,-2.98,46.67,-100,35.67,NA,Inf,139.39,-15.05,0.93,-30.34,50,200,3.22,NA,300,125.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,2.64,57.81,-0.49,0
0600000US3400354990,3400354990,34,NJ,New Jersey,003,Bergen County,54990,Oradell borough,Oradell borough,3291.465361990835,31,7978,397,6537,46,5,895,0,7,91,5894,263,4904,39,2,647,0,1,38,2084,134,1633,7,3,248,0,6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2831,2749,82,2.9,6277728,2.42384443480047,395033,3418.642686911807,46,8244,734,5889,73,7,1277,0,39,225,6295,502,4718,51,5,896,0,22,101,1949,232,1171,22,2,381,0,17,124,57,52,0,0,52,0,5,0,0,5,NA,2850,2782,68,2.39,6245713,2.4114833736681405,403075,127.17732492097184,15,266,337,-648,27,2,382,0,32,134,401,239,-186,12,3,249,0,21,63,-135,98,-462,15,-1,133,0,11,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,33,-14,-0.5099999999999998,-32015,-0.01236106113232971,8042,3.86,3.33,84.89,-9.91,58.7,40,42.68,NA,457.14,147.25,6.8,90.87,-3.79,30.77,150,38.49,NA,2100,165.79,-6.48,73.13,-28.29,214.29,-33.33,53.63,NA,183.33,133.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,1.2,-17.07,-0.51,0
0600000US3400355770,3400355770,34,NJ,New Jersey,003,Bergen County,55770,Palisades Park borough,Palisades Park borough,15681.610737642042,59,19622,3575,4213,283,7,11312,3,68,161,16379,2820,3655,204,4,9543,3,47,103,3243,755,558,79,3,1769,0,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7362,6934,428,5.81,3240786,1.2512745232796445,63688,16378.434088659635,58,20292,4862,2903,262,10,11900,6,93,256,16938,3516,2536,213,3,10443,5,56,166,3354,1346,367,49,7,1457,1,37,90,7,0,0,0,0,0,7,0,0,7,NA,7668,7314,354,4.62,3208856,1.2389462808321892,107873,696.8233510175924,-1,670,1287,-1310,-21,3,588,3,25,95,559,696,-1119,9,-1,900,2,9,63,111,591,-191,-30,4,-312,1,16,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,380,-74,-1.1899999999999995,-31930,-0.01232824244745534,44185,4.44,3.41,36,-31.09,-7.42,42.86,5.2,100,36.76,59.01,3.41,24.68,-30.62,4.41,-25,9.43,66.67,19.15,61.17,3.42,78.28,-34.23,-37.97,133.33,-17.64,Inf,76.19,55.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,5.48,-17.29,-0.99,0
0600000US3400355950,3400355950,34,NJ,New Jersey,003,Bergen County,55950,Paramus borough,Paramus borough,2515.951481058379,50,26342,1913,17626,335,11,5850,13,57,537,20674,1369,14242,273,7,4338,13,42,390,5668,544,3384,62,4,1512,0,15,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8915,8630,285,3.2,27117162,10.469995227777117,128793,2556.094047405042,58,26698,2810,15556,459,3,6966,0,135,769,21591,2053,13052,356,3,5459,0,111,557,5107,757,2504,103,0,1507,0,24,212,1168,938,0,0,448,490,230,0,0,230,NA,8786,8448,338,3.85,27052017,10.444842601587343,162774,40.14256634666299,8,356,897,-2070,124,-8,1116,-13,78,232,917,684,-1190,83,-4,1121,-13,69,167,-561,213,-880,41,-4,-5,0,9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129,-182,53,0.6499999999999999,-65145,-0.025152626189774097,33981,1.6,1.35,46.89,-11.74,37.01,-72.73,19.08,-100,136.84,43.2,4.44,49.96,-8.36,30.4,-57.14,25.84,-100,164.29,42.82,-9.9,39.15,-26,66.13,-100,-0.33,NA,60,44.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45,-2.11,18.6,-0.24,0
0600000US3400356130,3400356130,34,NJ,New Jersey,003,Bergen County,56130,Park Ridge borough,Park Ridge borough,3348.6063420053883,28,8645,669,7288,80,5,524,2,14,63,6667,430,5730,62,5,395,2,8,35,1978,239,1558,18,0,129,0,6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3428,3283,145,4.23,6686497,2.581671034769273,53555,3407.2642238242447,37,8883,936,6972,91,2,631,0,33,218,7111,621,5774,77,2,501,0,25,111,1772,315,1198,14,0,130,0,8,107,226,215,0,3,212,0,11,0,0,11,NA,3435,3310,125,3.64,6752298,2.6070769439858408,54435,58.65788181885637,9,238,267,-316,11,-3,107,-2,19,155,444,191,44,15,-3,106,-2,17,76,-206,76,-360,-4,0,1,0,2,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,-20,-0.5900000000000003,65801,0.025405909216567935,880,1.75,2.75,39.91,-4.34,13.75,-60,20.42,-100,135.71,246.03,6.66,44.42,0.77,24.19,-60,26.84,-100,212.5,217.14,-10.41,31.8,-23.11,-22.22,NA,0.78,NA,33.33,282.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.82,-13.79,0.98,0
0600000US3400361680,3400361680,34,NJ,New Jersey,003,Bergen County,61680,Ramsey borough,Ramsey borough,2621.890169741716,26,14473,866,12391,90,9,959,0,19,139,10627,598,9157,74,5,719,0,12,62,3846,268,3234,16,4,240,0,7,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5550,5363,187,3.37,14296898,5.52006341342122,183104,2689.297365583872,36,14798,1374,11711,127,4,1134,1,64,383,11422,905,9293,100,4,893,1,46,180,3376,469,2418,27,0,241,0,18,203,45,0,0,0,0,0,45,0,0,45,NA,5670,5488,182,3.21,14251545,5.502552521478864,179169,67.40719584215594,10,325,508,-680,37,-5,175,1,45,244,795,307,136,26,-1,174,1,34,118,-470,201,-816,11,-4,1,0,11,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,125,-5,-0.16000000000000014,-45353,-0.01751089194235611,-3935,2.57,2.25,58.66,-5.49,41.11,-55.56,18.25,Inf,236.84,175.54,7.48,51.34,1.49,35.14,-20,24.2,Inf,283.33,190.32,-12.22,75,-25.23,68.75,-100,0.42,NA,157.14,163.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,2.33,-2.67,-0.32,0
0600000US3400362910,3400362910,34,NJ,New Jersey,003,Bergen County,62910,Ridgefield borough,Ridgefield borough,4323.735968465336,65,11032,2362,5215,95,4,3199,0,35,122,8651,1715,4346,73,3,2405,0,27,82,2381,647,869,22,1,794,0,8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4145,3905,240,5.79,6608347,2.5514971497937444,785537,4522.0903025884845,69,11501,3343,4281,200,10,3319,4,107,237,9330,2489,3658,153,8,2781,3,82,156,2171,854,623,47,2,538,1,25,81,6,0,0,0,0,0,6,0,0,6,NA,4237,4050,187,4.41,6587098,2.5432928646773654,847803,198.35433412314887,4,469,981,-934,105,6,120,4,72,115,679,774,-688,80,5,376,3,55,74,-210,207,-246,25,1,-256,1,17,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,145,-53,-1.38,-21249,-0.008204285116379051,62266,4.59,4.25,41.53,-17.91,110.53,150,3.75,Inf,205.71,94.26,7.85,45.13,-15.83,109.59,166.67,15.63,Inf,203.7,90.24,-8.82,31.99,-28.31,113.64,100,-32.24,Inf,212.5,102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,3.71,-22.08,-0.32,0
0600000US3400362940,3400362940,34,NJ,New Jersey,003,Bergen County,62940,Ridgefield Park village,Ridgefield Park village,7385.571380470551,64,12729,4605,5882,581,15,1447,1,41,157,9935,3278,4955,425,8,1148,0,21,100,2794,1327,927,156,7,299,1,20,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5164,4851,313,6.06,4463833,1.7234956300955835,506724,7757.289771113529,65,13224,6189,4477,649,8,1460,1,93,347,10601,4629,3949,523,3,1207,1,64,225,2623,1560,528,126,5,253,0,29,122,16,0,0,0,0,0,16,0,0,16,NA,5269,4986,283,5.37,4415202,1.7047190952236073,535181,371.7183906429782,1,495,1584,-1405,68,-7,13,0,52,190,666,1351,-1006,98,-5,59,1,43,125,-171,233,-399,-30,-2,-46,-1,9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,135,-30,-0.6899999999999995,-48631,-0.01877653487197617,28457,5.03,3.89,34.4,-23.89,11.7,-46.67,0.9,0,126.83,121.02,6.7,41.21,-20.3,23.06,-62.5,5.14,Inf,204.76,125,-6.12,17.56,-43.04,-19.23,-28.57,-15.38,-100,45,114.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,2.78,-9.58,-1.09,0
0600000US3400363000,3400363000,34,NJ,New Jersey,003,Bergen County,63000,Ridgewood village,Ridgewood village,4339.021248080478,37,24958,1316,19561,373,10,3237,3,34,424,17306,861,13805,291,9,2192,2,18,128,7652,455,5756,82,1,1045,1,16,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8743,8456,287,3.28,14897581,5.751988426201202,171515,4524.707324452254,49,25979,2069,17786,353,7,4556,0,111,1097,18458,1309,13219,266,4,3150,0,61,449,7521,760,4567,87,3,1406,0,50,648,187,148,0,10,138,0,39,0,0,39,NA,8814,8490,324,3.68,14870641,5.741586833606951,161706,185.68607637177684,12,1021,753,-1775,-20,-3,1319,-3,77,673,1152,448,-586,-25,-5,958,-2,43,321,-131,305,-1189,5,2,361,-1,34,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,34,37,0.40000000000000036,-26940,-0.010401592594250886,-9809,4.28,4.09,57.22,-9.07,-5.36,-30,40.75,-100,226.47,158.73,6.66,52.03,-4.24,-8.59,-55.56,43.7,-100,238.89,250.78,-1.71,67.03,-20.66,6.1,200,34.55,-100,212.5,118.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.4,12.89,-0.18,0
0600000US3400363360,3400363360,34,NJ,New Jersey,003,Bergen County,63360,River Edge borough,River Edge borough,6116.32621390602,49,11340,869,7669,156,5,2505,9,10,117,8396,606,5860,106,2,1754,6,5,57,2944,263,1809,50,3,751,3,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4261,4134,127,2.98,4801978,1.854054150057838,106934,6574.911492223482,60,12049,1339,6649,283,8,3434,0,50,286,9064,957,5285,213,7,2427,0,26,149,2985,382,1364,70,1,1007,0,24,137,7,0,0,0,0,0,7,0,0,7,NA,4337,4191,146,3.37,4746340,1.8325721972457014,116115,458.5852783174623,11,709,470,-1020,127,3,929,-9,40,169,668,351,-575,107,5,673,-6,21,92,41,119,-445,20,-2,256,-3,19,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,57,19,0.3900000000000001,-55638,-0.021481952812136607,9181,7.5,6.25,54.09,-13.3,81.41,60,37.09,-100,400,144.44,7.96,57.92,-9.81,100.94,250,38.37,-100,420,161.4,1.39,45.25,-24.6,40,-66.67,34.09,-100,380,128.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,1.38,14.96,-1.16,0
0600000US3400363690,3400363690,34,NJ,New Jersey,003,Bergen County,63690,River Vale township,River Vale township,2408.087284388989,27,9659,481,8186,64,2,809,0,10,107,7086,309,6114,51,1,552,0,7,52,2573,172,2072,13,1,257,0,3,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521,3421,100,2.84,10388616,4.011067232743936,683599,2434.578410694307,37,9909,731,7756,117,8,993,1,30,273,7717,502,6226,95,3,736,0,24,131,2192,229,1530,22,5,257,1,6,142,29,0,0,0,0,0,29,0,0,29,NA,3644,3536,108,2.96,10541534,4.0701092051391745,629328,26.491126305318176,10,250,250,-430,53,6,184,1,20,166,631,193,112,44,2,184,0,17,79,-381,57,-542,9,4,0,1,3,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,115,8,0.1200000000000001,152918,0.05904197239523867,-54271,1.1,2.59,51.98,-5.25,82.81,300,22.74,Inf,200,155.14,8.9,62.46,1.83,86.27,200,33.33,NA,242.86,151.92,-14.81,33.14,-26.16,69.23,400,0,Inf,100,158.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,3.36,8,1.47,0
